ticker,name
rainbowf.bo,rainbow foundations limited
pgfoilq.bo,p g foils limited
nbfoot.bo,nb footwear limited
mmfl.ns,mm forgings limited
hindujafo.bo,hinduja foundries limited
fosecoind.ns,foseco india limited
fortis.ns,fortis healthcare limited
fortis.bo,fortis healthcare limited
fortis-eq.ns,fortis healthcare limited
hmgrfod.bo,himgiri foods ltd.
ssformt.bo,s.s. forgings & engineering limited
forintl.bo,fortune international ltd.
lgbforge.bo,lgb forge ltd.
lanyard.bo,lanyard foods ltd.
hindujafo.ns,hinduja foundries limited
philcorp.bo,kore foods limited
shahfood.bo,shah foods limited
adorfo.bo,ador fontech ltd.
nhcfoods.bo,nhc foods ltd.
sourcentrl.bo,source natural foods & herbal
adffoods.ns,adf foods limited
rkforge.ns,ramkrishna forgings limited
gujfoil.bo,gujarat foils ltd.
metalforge-eq.ns,metalyst forgings inr10
transfd.bo,transglobe foods ltd.
smfil.bo,smiths & founders (india) limi
goldcoinhf.bo,gold coin health foods ltd
lgbforge-eq.ns,lgb forge limited
heritgfood.ns,heritage foods limited
kalyanifrg-be.ns,kalyani forge inr10
surfi.bo,suryo foods & industries ltd
metalforge.ns,metalyst forgings limited
kmgmilk.bo,kmg milk food ltd.
mishtann.bo,mishtann foods limited
micromt.bo,micro forge (india) ltd.
mahaanf.bo,mahaan foods limited
kalyanifrg-eq.ns,kalyani forge inr10
pfocus-eq.ns,prime focus limited
superforge.bo,super forgings & steels ltd.
pfocus.ns,prime focus limited
rclfoods.bo,rcl foods limited
focusirl.bo,focus industrial resources ltd
unjhafor.bo,unjha formulations limited
kalyanifrg.bo,kalyani forge ltd.
riverdal.bo,riverdale foods ltd.
relaxo-eq.ns,relaxo footwears limited
sfpil.bo,square four projects india lim
relaxo.ns,relaxo footwears limited
sgfl.bo,shree ganesh forgings ltd.
sitashree-eq.ns,sita shree food products limite
kohinoor-eq.ns,kohinoor foods limited
grandfonry.bo,grand foundry ltd.
himalfd.bo,himalchuli food products limited
heritgfood-eq.ns,heritage foods ltd inr10
hilton.ns,hilton metal forging limited
kohinoor.ns,kohinoor foods limited
metalforge.bo,metalyst forgings limited
fortismlr.bo,fortis malar hospitals limited
vimaloil-eq.ns,vimal oil & food inr10
tratf.bo,trans techno foods ltd.
munisfg.bo,munis forge ltd.
kore.bo,kore foods limited
forbesco.bo,forbes & company limited
mmfl-eq.ns,mm forgings limited
tarai.bo,tarai foods ltd
lgbforge.ns,lgb forge limited
igc.bo,igc foils limited
fosecoind.bo,foseco india ltd.
sitashree-be.ns,sita shree food pr inr10
pfocus.bo,prime focus limited
vimaloil.ns,vimal oil & foods limited
fomehot.bo,fomento resorts & hotels limited
vintafd.bo,vintage foods & industries ltd
rmifood.bo,rmi foods ltd.
rkforge.bo,ramkrishna forgings limited
synthfo.bo,synthiko foils ltd.
prestig.bo,prestige foods ltd.
temptfd.bo,temptation foods ltd.
kohinoor.bo,kohinoor foods ltd.
sparkfd.bo,sparkle foods ltd.
heritgfood.bo,heritage foods limited
sgfl-eq.ns,shree ganesh forg inr10
sgfl-be.ns,shree ganesh forg inr10
ganfndr.bo,ganesh foundry & castings ltd.
forfood.bo,fortune foods ltd.
kalyanifrg.ns,kalyani forge limited
techfor.bo,techno forge limited
nimbusfoo.bo,nimbus foods industries ltd
frl.ns,future enterprises limited
goafrut.bo,goa fruit specialities ltd.
fredun.bo,fredun pharmaceuticals limited
frldvr.bo,future enterprises ltd
frl-eq.ns,future enterprises inr2
frontcap.bo,frontier capital limited
tricomfru.bo,tricom fruit products limited
frontsp.bo,frontier springs ltd.
sangfroid.bo,sang froid labs (india) limite
frontsec.bo,frontline securities ltd.
frontfn.bo,frontline financial services l
frontier.bo,frontier informatics limited
frl4.bo,frl4.bo
ipru8895.bo,icici prudential mutual fund
hfcl.ns,himachal futuristic communications limited
futursec.bo,futuristic securities limited
hfefrd.bo,hdfc mutual fund
ktksensex.bo,kotak mahindra mutual fund - kotak sensex etf
seofiigd.bo,sbi mutual fund
seofigr.bo,sbi mutual fund
rcapbuladd.bo,reliance mutual fund - relianc
relsensex.bo,reliance mutual fund
hfefbrd.bo,hdfc mutual fund
hrgessrg2.bo,hdfc mutual fund - hdfc rajiv
seofidr.bo,sbi mutual fund
hfcl.bo,himachal futuristic communications ltd.
rcbfiicd.bo,reliance mutual fund
sc2rd-mf.ns,sundaram mutual fu sel small ca
rcbfiiiax.bo,reliance mutual fund
southfuel.bo,southern fuel ltd.
rcapbulbdd.bo,reliance mutual fund - relianc
ipru2639.bo,icici prudential mutual fund
ipru2722.bo,icici prudential mutual fund
utiniftetf.bo,uti mutual fund
ipru8937.bo,icici prudential mutual fund
rcapbuilbd.bo,reliance mutual fund- reliance
ipru8958.bo,icici prudential mutual fund
ktkkigfdd.bo,kotak mahindra mutual fund
ipru8688.bo,icici prudential value fund se
licnfr2gp.bo,lic mf rgess fund sr- 2 reg pl
ipru8463.bo,icici prudential mutual fund -
rcbfiibdd.bo,reliance mutual fund
ipru2366.bo,ipru2366.bo
hdfcnifetf.bo,hdfc mutual fund
seofiidd.bo,sbi mutual fund
inifty.bo,icici prudential mutual fund -
seofiidr.bo,sbi mutual fund
ipru8969.bo,icici prudential mutual fund
kotaknifty.bo,kotak mahindra mutual fund - kotak nifty etf
ipru2586.bo,ipru2586.bo
licnfr3g1.bo,lic mf rgess fund sr-3-drt pl
ipru2511.bo,icici prudential mutual fund
licnfr2d1.bo,lic mf rgess fund sr-2 drt pl
seofidd.bo,sbi mutual fund
ipru2365.bo,icici prudential mutual fund
ipru2619.bo,icici prudential mutual fund
ipru2735.bo,icici prudential mutual fund
ipru8565.bo,icici prudential mutual fund
ucalfuel.ns,ucal fuel systems limited
ipru8566.bo,ipru8566.bo
ipru2721.bo,icici prudential mutual fund
ipru8923.bo,icici prudential mutual fund
hfefdg.bo,hdfc mutual fund
rcapbuilcg.bo,reliance mutual fund
hngsngbees.bo,goldman sachs mutual fund
hdfcmfgetf.bo,hdfc mutual fund - hdfc gold e
ipru8821.bo,icici prudential mutual fund
rcledplbdd.bo,reliance mutual fund - relianc
ipru8910.bo,icici prudential mutual fund
kotakpsubk.bo,kotak mahindra mutual fund - kotak psu bank etf
rcledpladd.bo,reliance mutual fund - relianc
ipru2767.bo,icici prudential mutual fund
ktkkigfg.bo,kotak mahindra mutual fund
m50.bo,motilal oswal mutual fund
hrgessdg2.bo,hdfc mutual fund - hdfc rajiv
ipru2670.bo,icici prudential mutual fund
rcbfiiiag.bo,reliance mutual fund
rcbfiicg.bo,reliance mutual fund
idbigold.bo,idbi mutual fund - idbi gold e
rcapbulbdg.bo,reliance mutual fund- reliance
ipru2693.bo,icici prudential mutual fund
hfefrg.bo,hdfc mutual fund
rcbfiiag.bo,reliance mutual fund
funwtrd.bo,funworld & tourism development
rcapbulcdd.bo,reliance mutual fund
ipru2530.bo,icici prudential mutual fund
rcapbuladg.bo,reliance mutual fund- reliance
ipru8687.bo,icici prudential value fund se
rcbfiiadd.bo,reliance mutual fund
rclendplad.bo,reliance mutual fund- reliance
ipru2598.bo,icici prudential mutual fund
utrgessrgr-mf.ns,uti mutual fund rgss ret growth
ipru2708.bo,icici prudential mutual fund
ipru2263.bo,icici prudential mutual fund -
hfefbdd.bo,hdfc mutual fund
rcbfiiad.bo,reliance mutual fund
ipru8800.bo,icici prudential mutual fund
licnfr3d1.bo,lic mf rgess fund sr-3 drt pl-
ipru8793.bo,icici prudential mutual fund
ipru8628.bo,icici prudential growth fund s
ipru2591.bo,icici prudential mutual fund
utisensetf.bo,uti mutual fund
kotaknifty2.bo,kotaknifty2.bo
rcapbuilbg.bo,reliance mutual fund- reliance
kotakgold.bo,kotak mahindra mutual fund - kotak gold etf
frldvr-eq.ns,future enterprises inr2 'b' (bo
rcbfiibdg.bo,reliance mutual fund
futurapoly.bo,futura polyesters ltd.
rcbfiicdg.bo,reliance mutual fund
hrgessrg2-mf.ns,hdfc mutual fund hdfc-raj gandh
ipru2428.bo,icici prudential growth fund s
rcbfiicdd.bo,reliance mutual fund
hfefdd.bo,hdfc mutual fund
sxetf.bo,hdfc mutual fund
rcledplbdg.bo,reliance mutual fund- reliance
ipru8711.bo,icici prudential mutual fund
ucalfuel.bo,ucal fuel systems ltd.
funny.bo,funny software limited
rcbfiiiad.bo,reliance mutual fund
ipru8841.bo,icici prudential mutual fund
licnetfsen.bo,lic mf exchng traded fund-sens
ktkkigfgd.bo,kotak mahindra mutual fund
ipru8917.bo,icici prudential mutual fund
rcbfiiadg.bo,reliance mutual fund
rcapbuilag.bo,reliance mutual fund- reliance
rcbfiiiaz.bo,reliance mutual fund
licnetfn50.bo,lic mf exhge traded fund-nifty
rcledpladg.bo,reliance mutual fund- reliance
relnifty-eq.ns,reliance mutual fd r nifty divi
relnifty.bo,reliance mutual fund - r share
seofigd.bo,sbi mutual fund
ktkkigfd.bo,kotak mahindra mutual fund
rcapbuilcd.bo,reliance mutual fund
surfunc.bo,surya fun city ltd.
rclendplag.bo,reliance mutual fund- reliance
ipru2715.bo,icici prudential mutual fund
utcposrgr1-mf.ns,uti mutual fund cap pro or iv-i
rd366d38rg-mf.ns,sbi mutual fund debt 366d 38 re
rclendplbg.bo,reliance mutual fund- reliance
ipru8938.bo,icici prudential mutual fund
hcpo36msrg-mf.ns,hdfc mutual fund cap pro 36m re
gargfur.bo,garg furnace ltd
smcsriiird-mf.ns,sundaram mutual fu microcap iii
m100.bo,motilal oswal mutual fund - mo
rclendplbd.bo,reliance mutual fund- reliance
ipru8730.bo,icici prudential mutual fund
ipru2401.bo,icici prudential growth fund s
rcbfiibg.bo,reliance mutual fund
ipru2262.bo,icici prudential mutual fund -
licnfr3g.bo,lic mf rgess fund sr-3-reg pl
hfefbdg.bo,hdfc mutual fund
ipru8968.bo,icici prudential mutual fund
licnfr2g1.bo,lic mf rgess fund sr-2 drt pln
ipru8788.bo,icici prudential mutual fund
hcpo36morg-mf.ns,hdfc mutual fund sr i-36m oct 2
frldvr.ns,future enterprises inr2 'b' (bo
seasonf.bo,seasons furnishings ltd
ipru8842.bo,icici prudential mutual fund
hrgessrd2.bo,hdfc mutual fund - hdfc rajiv
ipru2640.bo,icici prudential mutual fund
ipru2488.bo,icici prudential value fund se
rcapbuilad.bo,reliance mutual fund- reliance
licnfr2dp.bo,lic mf rgess fund sr-2 reg pl
frl6.bo,frl6.bo
hrgessdd2.bo,hdfc mutual fund - hdfc rajiv
ipru2755.bo,icici prudential mutual fund
ipru2626.bo,ipru2626.bo
relcnx100.bo,reliance mutual fund - r share
hfefbrg.bo,hdfc mutual fund
ipru8828.bo,icici prudential mutual fund
isensex-eq.ns,icici prudential a icici pruden
futsol.bo,futuristic solutions ltd.
seofiigr.bo,sbi mutual fund
ipru2487.bo,icici prudential value fund se
ipru8601.bo,icici prudential growth fund s
rcbfiibd.bo,reliance mutual fund
rcapbulcdg.bo,reliance mutual fund
ipru8462.bo,icici prudential mutual fund -
ipru8957.bo,icici prudential mutual fund
ipru8872.bo,icici prudential mutual fund
licnfr3d.bo,lic mf rgess sr-3 rg pln-dvd p
igl.ns,indraprastha gas limited
gabriel.ns,gabriel india limited
gayatri.bo,gayatri sugars ltd.
garwamar.bo,garware marine industries ltd.
garnetint.bo,garnet international limited
garnet.bo,garnet construction ltd.
gangotri.bo,gangotri iron & steel co.
gallispat.ns,gallantt ispat limited
gabriel.bo,gabriel india limited
gmlm.bo,gaurav mercantile limited
gati.ns,gati limited
gajanansec.bo,gajanan securities services lt
gujratgas.bo,gujarat gas company limited
gangapharm.bo,ganga pharmaceuticals limited
gujgasltd-eq.ns,gujarat gas limite inr10 new
gujgasltd.ns,gujarat gas limite inr10 new
gammninfra.bo,gammon infrastructure projects
ganeshhouc.bo,ganesh housing corporation ltd
gardensil.ns,garden silks mills ltd.
gammonind.bo,gammon india limited
gail-eq.ns,gail (india) limited
gndhisp.bo,gandhidham spinning & manufact
gammninfra-eq.ns,gammon infrastruct inr2
gail.bo,gail (india) limited
kitex.bo,kitex garments ltd.
gujgasltd-be.ns,gujarat gas limited
rajgases.bo,rajasthan gases limited
kitex-eq.ns,kitex garments limited
gisl.bo,gangotri iron & steel company
garwallrop.bo,garware-wall ropes ltd.
gammninfra.ns,gammon infrastructure projects limited
galada.bo,galada power and telecommunication limited
gandhitube.ns,gandhi special tubes limited
svogl-eq.ns,svogl oil gas and inr10
uttamstl.bo,uttam galva steels ltd.
gujgas.bo,gujarat gas limited
garwarpoly.bo,garware polyester limited
gallantt-eq.ns,gallantt metal limited
ongc-eq.ns,oil & natural gas corporation l
gagan.bo,gagan gases limited
gail4.bo,gail4.bo
gammonind.ns,gammon india limited
pghh6.bo,pghh6.bo
gaganpo.bo,gagan polycot india ltd.
ongc.ns,oil and natural gas corporation limited
glxyent.bo,galaxy entertainment corporation limited
garlnin.bo,garlon polyfab industries ltd.
gallantt.bo,gallantt metal ltd.
ganhold.bo,ganesh holdings ltd.
gardensilk.ns,garden silk mills limited
gammonind6.bo,gammonind6.bo
gytripa.bo,gayatri tissue & papers ltd.
gandhitube.bo,gandhi special tubes ltd.
sgjhl.ns,shree ganesh jewellery house (i) limited
gazifin.bo,gazi financial services & inve
siddhega.bo,siddheswari garments ltd.
gangotri-eq.ns,gangotri textile inr5(post subd
galaxcp.bo,galaxy consolidated finance limited
integra.ns,integra garments and textiles limited
garwsyn.bo,garware synthetics limited
uperganges.bo,upper ganges sugar & industrie
srogngm.bo,sri ganapathy mills co.ltd.
garwarbbph.bo,garwarewal*
ganeshhouc-eq.ns,ganesh housing cp inr10(demat)
galxbrg.bo,galaxy bearings ltd.
gardensilk.bo,garden silks mills ltd.
shiv-vani.ns,svogl oil gas and energy limited
integra-eq.ns,integra garments a inr3
galadafin.bo,galada finance limited
gallispat.bo,gallantt ispat ltd.
gangotri.ns,gangotri textiles limited
gayaproj.ns,gayatri projects limited
shganes.bo,shree ganesh knit (india) ltd.
garwallrop-eq.ns,garware wall ropes inr10
gandhho.bo,gandhinagar enterprise limited
garwallrop.ns,garware-wall ropes limited
galore.bo,galore prints industries ltd.
gangapa.bo,ganga papers india ltd.
pghh.bo,procter & gamble hygiene & hea
uperganges.ns,upper ganges sugar & industries limited
igl.bo,indraprastha gas limited
gailbbph.bo,gail*
gati.bo,gati ltd
gallispat-eq.ns,gallantt ispat limited
integra-be.ns,integra garments a inr3
gallantt.ns,gallantt metal limited
gangotri-be.ns,gangotri textile inr5(post subd
gcvserv.bo,gcv services limited
gcmcomm.bo,gcm commodity & derivatives lt
gcclinp.bo,gccl infrastructure & projects
gccl.bo,gccl construction & realities
gcmsecu.bo,gcm securities ltd
gdrmedia.bo,gdr media ltd.
geometric.bo,geometric limited
raunaqau.bo,racl geartech limited
hitechgear.bo,the hi-tech gears ltd
genuspower.ns,genus power infrastructures limited
gemsi.bo,gemstone investments limited
geodesic6.bo,geodesic6.bo
gemini.ns,gemini communication limited
geometric6.bo,geometric6.bo
swarnsar.bo,swarnsarita gems limited
gee.bo,gee limited
gemoil.bo,gemmia oiltech (india) ltd.
lypsagems.ns,lypsa gems & jewellery limited
geindsys.ns,gei industrial systems limited
genuspower-eq.ns,genus power infra inr1
natgeni.bo,national general industries limited
genelec.bo,genelec ltd.
geindsys.bo,gei industrial systems ltd.
genesys.ns,genesys international corporation limited
gitnjlibbph.bo,gitanjali ge
geminibbph.bo,gemini com*
shantigear.bo,shanthi gears ltd.
gemcable.bo,gem cables & conductors ltd.
gujauto.bo,gujarat automotive gears ltd.
ggauto.bo,g.g.automotive gears ltd.
geeceebbph.bo,geeceeven*
gemspin.bo,gem spinners india ltd.
geometric.ns,geometric limited
gitanjali.bo,gitanjali gems ltd.
gemini.bo,gemini communication ltd.
geniusco.bo,genus commu trade ltd
genuspaper-be.ns,genus p&b limited
shantigear.ns,shanthi gears limited
geshipbbph.bo,greateast*
nittagela.bo,nitta gelatin india limited
genesys.bo,genesys international corporation limited
gggran.bo,gee gee granites ltd.
motogenfin.ns,the motor & general finance limited
gennex.bo,gennex laboratories limited
scanpgeom.bo,scanpoint geomatics ltd
motogenfin-be.ns,motor & general finance l
motogenfin.bo,motor & general finance ltd.
motogenfin-eq.ns,motor & gen financ inr10
geodesic.bo,geodesic ltd.
lypsagems-eq.ns,lypsa gems & jewel inr10
genuspower.bo,genus power infrastructures lt
hitechgear.ns,the hi-tech gears limited
geologi.bo,geologging industries ltd.
gemini-eq.ns,gemini comm ltd inr1
geometric-eq.ns,geometric limited
gulchem.bo,genus prime infra limited
shantigear-eq.ns,shanthi gears inr1
gitanjali.ns,gitanjali gems limited
indgela.bo,india gelatine & chemicals ltd.
geodltdbbph.bo,geod ltd*
gitanjali-eq.ns,gitanjali gems limited
shawgeltin.bo,narmada gelatines ltd.
raclgear.bo,racl geartech limited
gflfin.bo,gfl financials india limited
ghcl.ns,ghcl limited
ghcl-eq.ns,ghcl limited
ghans.bo,ghanshyam steel works ltd.
ghcl.bo,ghcl limited
pnbgilts.ns,pnb gilts ltd.
gipcl.ns,gujarat industries power company limited
ginisilk.bo,gini silk mills limited
gillette.bo,gillette india limited
girresorts-it.ns,gir natureview resort ltd
gisolution-eq.ns,gi engineering sol inr10
girnfib.bo,girnar fibres ltd.
gisolution-be.ns,gi engineering solutions ltd in
girresorts-eq.ns,gir natureview res inr10
gisolution.bo,gi engineering solutions ltd.
gitarenew.bo,gita renewable energy limited
giltpkg.bo,gilt pack ltd.
gillette-eq.ns,gillette india limited
giriraj.bo,giriraj print plast ltd.
girresorts.ns,gir natureview resorts limited
gipcl.bo,gujarat industries power co. ltd.
ginnifila.ns,ginni filaments limited
gisolution.ns,gi engineering solutions limited
gillette.ns,gillette india limited
pnbgilts.bo,pnb gilts ltd.
giladafins.bo,gilada finance & investments l
givo.bo,meyer apparel limited
gkwlimited-eq.ns,gkw limited inr10
gkwlimited.ns,gkw limited
glory.bo,glory polyfilms ltd.
trivenigq.bo,triveni glass
shrgltr.bo,shree global tradefin limited
premco.bo,premco global ltd.
haldyngl.bo,haldyn glass ltd
glodyne.bo,glodyne technoserve limited
globusspr.ns,globus spirits limited
glittekg.bo,glittek granites ltd.
glenmark.ns,glenmark pharmaceuticals limited
glaxo.ns,glaxosmithkline pharmaceuticals limited
globusspr.bo,globus spirits ltd.
onmobile.bo,onmobile global limited
sancia.bo,sancia global infraprojects li
sgl-eq.ns,stl global ltd inr10
powersof.bo,powersoft global solutions ltd
indiaglyco.ns,india glycols limited
glenmark-eq.ns,glenmark pharmaceuticals limite
spheregsl.bo,sphere global services ltd
sezal-eq.ns,sezal glass inr10
milestone.bo,milestone global ltd
global.bo,global land masters corporatio
vaibhavgbl-eq.ns,vaibhav global ltd inr10
hgs.bo,hinduja global solutions ltd.
globalvect.bo,global vectra helicorp ltd.
hindnatgls.bo,hindusthan national glass & in
gloknit.bo,global knitfab ltd.
sezal.ns,sejal glass limited
gleitlai.bo,gleitlager (india) ltd.
onmobile-eq.ns,onmobile global limited
gskcons6.bo,gskcons6.bo
spheregsl.ns,sphere global services limited
globoffs.ns,global offshore services limited
sgl.ns,stl global limited
onmobile.ns,onmobile global limited
manna.bo,manna glass-tech industries lt
bajglob.bo,bajaj global ltd.
kgl.bo,karuturi global ltd.
globalvect-eq.ns,global vectra heli inr10
mediaone.bo,mediaone global entertainment ltd.
pgil.bo,pearl global industries limite
gskcons.bo,glaxosmithkline consumer healt
telecanor.bo,telecanor global ltd
sezal.bo,sezal glass limited
karunacab.bo,globus corporation ltd.
ratangli.bo,ratan glitter industries ltd.
sgl-be.ns,stl global ltd inr10
sarthakgl.bo,sarthak global ltd.
kothsoy.bo,kothsoy.bo
hindnatgls.ns,hindusthan national glass & industries limited
glodyne-be.ns,glodyne-be.ns
khemglb.bo,khemsons global ltd.
globsec.bo,global securities ltd
globalvect.ns,global vectra helicorp limited
glfl-eq.ns,gujarat lease inr10
glenmark.bo,glenmark pharmaceuticals ltd.
glodyne-bz.ns,glodyne technoserve ltd.
gloster.bo,gloster ltd
masconglo.bo,mascon global ltd.
oscarglo.bo,oscar global ltd.
rajglowir.bo,rajratan global wire limited
sgl.bo,stl global ltd.
ifmimpx.bo,ifm impex global limited
gskcons.ns,glaxosmithkline consumer healthcare limited
virgoglob.bo,virgo global limited
tiglob.bo,t & i global limited
globali.bo,global industries ltd.
svglobal.bo,s v global mill ltd.
vgcl.bo,vibrant global capital limited
pentaglo.bo,pentagon global solutions ltd.
nouveau.bo,nouveau global ventures ltd.
glodyne6.bo,glodyne6.bo
glaxo.bo,glaxosmithkline pharmaceutical
canagls.bo,cana glass ltd.
globsyn.bo,global syntex (bhilwara) ltd.
spheregsl-eq.ns,sphere global serv inr10
hgs.ns,hinduja global solutions limited
globoffs.bo,global offshore services ltd.
sezal-be.ns,sezal glass inr10
glodyne.ns,glodyne technoserve limited
svpglob.bo,svp global ventures ltd.
pgil.ns,pearl global industries limited
hitkitglo.bo,hit kit global solutions ltd.
haryanshet.bo,haryana sheet glass ltd.
hotlinglas.bo,hotline glass ltd.
globt.bo,global infrastructure & techno
indiaglyco.bo,india glycols ltd.
radglobal.bo,radford global limited
hgs-eq.ns,hinduja global solutions limite
urjagloba.bo,urja global ltd
globalca.bo,global capital market & infrastructures ltd
nutecglob.bo,nutech global ltd.
gmrinfra.bo,gmr infrastructure limited
gmm.bo,gmm pfaudler ltd.
gmbrew.ns,g.m.breweries limited
gmrinfra4.bo,gmrinfra4.bo
gmdcltd.ns,gujarat mineral development corporation limited
gmdcltd.bo,gujarat mineral development co
gmdcltd6.bo,gmdcltd6.bo
gmetcoal.bo,gujarat metallic coal & coke l
gmrinfra-eq.ns,gmr infrastructure limited
gmrinfra.ns,gmr infrastructure limited
gnrl.bo,gujarat natural resources limi
godrejind.ns,godrej industries limited
gpil.ns,godawari power & ispat limited
gothipl.bo,gothi plascon (india) limited
godrejcp.ns,godrej consumer products limited
godfryphlp.bo,godfrey phillips india limited
goldinfra.bo,goldstone infratech ltd.
goacarbon.bo,goa carbon ltd.
gokul.ns,gokul refoils & solvent ltd
gopaist.bo,gopal iron & steels company gujarat ltd
godrejind.bo,godrej industries ltd.
godrejcp.bo,godrej consumer products limited
shirpur-g.bo,shirpur gold refinery ltd.
gtoffshore.ns,gol offshore limited
mgold.bo,motilal oswal most shares gold
goldtxt.bo,goldwon textiles ltd.
gokul.bo,gokul refoils and solvent limited
goldentobc.ns,golden tobacco limited
relgoldinav.bo,i-nav reliance gold
goldinfra-eq.ns,goldstone infratech limited
religarego-eq.ns,invesco mutual fund
gonter.bo,gontermann-peipers (india) limited
goacarbon-eq.ns,goa carbon limited
goldtech-eq.ns,goldstone technologies lt
goldentobc.bo,golden tobacco ltd.
goldiam.bo,goldiam international ltd.
govindru.bo,govind rubber ltd.
goldline.bo,gold line international finves
goldmul.bo,gold multifab ltd.
govmc.bo,good value marketing co.ltd.
goclcorp.ns,gocl corporation l inr2
gtoffshore.bo,gol offshore ltd.
goodricke.bo,goodricke group ltd.
goldentobc-eq.ns,golden tobacco ltd inr10 (demat
godrejprop.bo,godrej properties ltd
shirpur-g-eq.ns,shirpur gold refinery limited
gopala.bo,gopala polyplast ltd.
shirpur-g.ns,shirpur gold refinery limited
goodyear.bo,goodyear india ltd.
seagold.bo,sea gold infrastructure limited
goldenprop.bo,goldenprop.bo
saintgobain.bo,saint-gobain sekurit india limited
setfgold-eq.ns,sbi mutual fund sbi-etf gold
vaishnavi.bo,vaishnavi gold limited
goldengoen.bo,golden goenka fincorp limited
goldinfra.ns,goldstone infratech limited
goldtech.ns,goldstone technologies limited
goldcorp.bo,goldcrest corporation limited
goldiam.ns,goldiam international limited
godfryphlp6.bo,godfryphlp6.bo
gopleein.bo,goplee infotech ltd.
goodluc.bo,goodluck india limited
setfgold.ns,sbi mutual fund sbi-etf gold
goclcorp-eq.ns,gocl corporation l inr2
goldimbbph.bo,goldiam int*
godrejcp-eq.ns,godrej consumer products limite
goldtech.bo,goldstone technologies ltd.
goranin.bo,gorani industries ltd
godrejprop.ns,godrej properties limited
golca.bo,golden carpets ltd
goldiam-eq.ns,goldiam international limited
gokaktex.bo,gokak textiles ltd.
goodluck.ns,goodluck india limited
relgold-eq.ns,reliance capital a r shares gol
harigov.bo,hari govind international ltd.
godfryphlp.ns,godfrey phillips india limited
goclcorp.bo,gocl corporation limited
godrejind4.bo,godrejind4.bo
gomind.bo,gom industries ltd.
gpil.bo,godawari power & ispat ltd.
midwest.bo,midwest gold ltd.
goodluck-eq.ns,goodluck india ltd inr2
gulfcorp-eq.ns,gulfcorp-eq.ns
govai.bo,good value irrigation ltd.
gppl.ns,gujarat pipavav port limited
gptinfra.bo,gpt infraprojects ltd.
gulfpetro-eq.ns,gp petroleums ltd inr5
gpl.bo,grandeur products limited
gppl.bo,gujarat pipavav port ltd.
gulfpetro.bo,gp petroleums ltd
gulfpetro.ns,gp petroleums limited
sahpetro.ns,gp petroleums limited
greavescot.ns,greaves cotton limited
granules.ns,granules india limited
timex.bo,timex group india limited
softtechgr.ns,stg lifecare limited
rathigra.bo,rathi graphic technologies ltd.
pentagraph.bo,pentamedia graphics ltd.
inventure-eq.ns,inventure growth & securities l
grasim.bo,grasim industries limited
gsbfin.bo,gsb finance ltd
gspl4.bo,gspl4.bo
gss.bo,gss infotech ltd.
gslindl.bo,gsl (india) ltd.
gspl.bo,gujarat state petronet limited
gslnova.bo,gsl nova petrochemicals limited
gss-be.ns,gss infotech ltd inr10
gss.ns,gss infotech limited
gslsec.bo,gsl securities ltd
gtntex.bo,gtn textiles ltd.
gtninds.bo,gtn industries limited
gtlinfra.ns,gtl infrastructure limited
gtlinfra.bo,gtl infrastructure ltd.
gtl.ns,gtl limited
gtl.bo,gtl ltd.
gteit.bo,g-tech info-training ltd.
gtnind.ns,gtn industries limited
gtl-eq.ns,gtl limited
gtntex.ns,gtn textiles limited
gtclm.bo,gtcl mobile-com technology ltd
gtntex-eq.ns,gtn textiles inr10
gujcotex.bo,gujarat cotex ltd.
gujtlrm.bo,gujarat toolroom limited
gujintrx.bo,gujarat intrux limited
gujnredvr-eq.ns,gujarat nre coke limited
gujcont.bo,gujarat containers ltd.
gujrfto.bo,gujarat refractories ltd.
shyam.bo,ventura guaranty ltd.
steelco.bo,steelco gujarat ltd.
gujnredvr.bo,gujarat nre coke ltd
gulfoillub-eq.ns,gulf oil lubricant inr2
gujwdge.bo,gujarat wedge wire screens ltd
gujpetr.bo,gujarat petrosynthese ltd.
gulpoly.bo,gulshan polyols limited
gulfoillub.ns,gulf oil lubricants india limited
gujratgas6.bo,gujratgas6.bo
gujnredvr.ns,gujarat nre coke ltd.
gujterc.bo,gujarat terce laboratories ltd.
strlgua.bo,sterling guaranty & finance lt
guptsyn.bo,gupta synthetics ltd.
gujstatfin.bo,gujarat state financial corpor
gulpoly.ns,gulshan polyols limited
gujnrecoke.bo,gujarat nre coke ltd.
gujtexsp.bo,gujarat texspin ltd.
timesgty.ns,times guaranty ltd.
gujmedi.bo,gujarat meditech ltd.
timesgty.bo,times guaranty ltd.
gujnrecoke.ns,gujarat nre coke ltd.
gujfila.bo,gujarat filaments ltd.
gujinv.bo,gujarat investa ltd.
switchte.bo,switching technologies gunther ltd.
gujrafia.bo,gujarat raffia industries ltd.
gujinjec.bo,gujarat inject (kerala) ltd.
iglfxpl-b.bo,indo gulf industries ltd.
gujnrecoke6.bo,gujnrecoke6.bo
timesgty-eq.ns,times guaranty limited
gvkpil.bo,gvk power & infrastructure limited
gvkpil6.bo,gvkpil6.bo
gvkpil.ns,gvk power & infrastructure limited
gvkpil-eq.ns,gvk power & infrastructure limi
tajgvk.ns,tajgvk hotels & resorts limited
gwalsug.bo,gwalior sugar co.ltd.
gwplpip.bo,gwalior polypipes ltd.
hazoor.bo,hazoor multi projects ltd
